Title,Link,Image,Description,Comments,Game Mode,Game Language,Game Genre,Max Players,Single Player
 Особенности консольной Diablo III,https://freetp.org/novosti/286-diablo-iii.html,//freetp.org/uploads/posts/2013-03/thumbs/1364210548_diablo-3-als-konsolenversion-bestaetigt.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
" Tony Hawk's Pro Skater 4 играть по сети, интернету и SplitScreen",https://freetp.org/po-seti/285-pro-skater-iv-localno-na-odnom-kompe.html,//freetp.org/uploads/posts/2013-03/thumbs/1364155918_tony-hawks-pro-skater-4.jpeg," Описание: Помощь по настройке игры для игры на одном компьютере или по локальной сети. 

Способ Запуска:  Локальная Сеть, Тангл, Хамачи, Сплит скрин (Split Screen)

Тип Клиента: Пиратка",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Вышел первый трейлер Daylight,https://freetp.org/novosti/284-daylight.html,//freetp.org/uploads/posts/2013-03/thumbs/1364155872_daylight.jpg,Описание отсутствует.,4,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Ретроспектива - Mass Effect,https://freetp.org/novosti/283-mass-effect.html,//freetp.org/uploads/posts/2013-03/thumbs/1364155315_me-infograph.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Дебютный трейлер Final Fantasy X & X-2 HD,https://freetp.org/novosti/282-final-fantasy-x-x-2-hd.html,//freetp.org/uploads/posts/2013-03/thumbs/1364154921_8578728040_148eea5dca_z.jpg,Описание отсутствует.,2,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 В Borderlands 2 - новый персонаж,https://freetp.org/novosti/281-v-borderlands-2.html,//freetp.org/uploads/posts/2013-03/thumbs/1364156220_280x180-36682-borderlands_2.jpg,Описание отсутствует.,3,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Blizzard объявили о Hearthstone: Heroes of Warcraft на PAX East,https://freetp.org/novosti/279-hearthstone-heroes-of-warcraft-na-pax-east.html,//freetp.org/uploads/posts/2013-03/thumbs/1364149922_i69s0l8vc1om1363965854723.jpg,"Blizzard объявил, что работают над новой игрой — Hearthstone: Heroes of Warcraft. Это бесплатная карточная игра-стратегия, довольна простая, но весьма увлекательная. Выпущена игра будет для Windows®, Mac® и iPad®.",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Virtual Cop 2 играть по сети и интернету SplitScreen,https://freetp.org/po-seti/278-virtua-cop-2-igra-localno-na-odnom-kompe.html,//freetp.org/uploads/posts/2013-03/thumbs/1364148026_virtua-cop-2-main-menu.jpg,"Описание: По сути, игра моего детства, играл ее на П1, 133 Мгц, 16 мб рам, и 1 мб видео... Душевно проводили время. 

Способ Запуска:  Сплит скрин (за одним компьютером)

Тип Клиента: Пиратка",2,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Hunted: The Demon's Forge играть по сети и интернету (онлайн),https://freetp.org/po-seti/277-hunted-demons-forge-igra-po-setke-v-piratku.html,//freetp.org/uploads/posts/2013-03/thumbs/1364113145_hunted-demons-forge-screenshot.jpg,"Описание: Подготовка сетевой игры (и игры в Online) Hunted - The Demons Forge. В Игре доступны как локальная сеть, так и бесплатная игра через интернет. Подробнее в теме.  Способ Запуска:  Internet, Локалка.  Тип Клиента: Лицензия.",1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Blur играть по сети и интернету ЛАН,https://freetp.org/po-seti/276-blur-igrat-po-seti-tunngle.html,//freetp.org/uploads/posts/2013-03/thumbs/1364111450_blur-multiplayer-screenshot.jpg,"Для любителей аркадных гонок отлично подойдет культовое размытие, полное соревновательного духа и атмосферного неонового освещения. Сюжетная интрига проста, подается за счет чтения большого количества электронных писем и постов в выдуманных социальных сетях. Для прохождения основной кампании пользователь должен сразиться с 9 боссами — Шеннон, Поэт Ханой, Дрейк, Наталья, Клауэ, Аюми и Мясник Харуми и Неизвестный враг. Способ Запуска: Локальная Сеть.",6,Способ игры не указан,Русский текст.,Гонки.,*,Доступна.
 Nitro Family играть по сети и интернету lan,https://freetp.org/po-seti/275-nitro-family-igra-v-piratku-online.html,//freetp.org/uploads/posts/2013-03/thumbs/1364044197_nitro-family-multiplayer.jpg,Описание:  Инструкция по игре в Nitro Family с друзьями.,1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Представлен геймплей консольной версии игры Diablo III,https://freetp.org/novosti/274-diablo-iii.html,//freetp.org/uploads/posts/2013-03/thumbs/1364035954_85505_w350_h250_f.jpg,Описание отсутствует.,1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Resident Evil 6 и персонажи L4D2 уже в новом апдейте,https://freetp.org/novosti/273-resident-evil-6.html,//freetp.org/uploads/posts/2013-03/thumbs/1364032405_90420_w625_h351_f.jpg,Компания Capcom выставила новый видео-ролик к Resident Evil 6. В нём представлен геймплей к анонсу нового дополнения с персонажами с игры  Left 4 Dead 2.,2,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Rockstar попросила извинить их за новости о GTA V,https://freetp.org/novosti/272-gta-v.html,//freetp.org/uploads/posts/2013-03/thumbs/1364022717_82078.jpg,"Компания Rockstar Games попросила у игроков извинения, за то, что новостей о Grand Theft Auto 5 не было очень давно.Как известно FreeTP.Ru, что компания снова дала знать, что между новостями с новой инфой, есть были и будут перерывы.",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Total War: Rome II - Новая фракция Египтяне,https://freetp.org/novosti/271-total-war-rome-ii.html,//freetp.org/uploads/posts/2013-03/thumbs/1364022310_90730_w350_h250_f.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Rocketbirds: Hardboiled Chicken играть по сети и интернету Онлайн,https://freetp.org/po-seti/270-rocketbirds-igra-v-piratku-v-multiplayer.html,//freetp.org/uploads/posts/2013-03/thumbs/1364023072_rocketbirds-hardboiled-chicken-mp.jpg,Описание:  Настройка многопользовательской игры для Rocketbirds:Hardboiled Chicken.   Способ Запуска:  GreenLuma (система друзей)  Тип Клиента: Пиратка.,1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Dragon's Dogma: Dark Arisen был выставлен геймплей Мистического Рыцаря,https://freetp.org/novosti/269-dragons-dogma-dark-arisen.html,//freetp.org/uploads/posts/2013-03/thumbs/1363960281_90144_w350_h250_f.jpg,Capcom выпустили видео к Dragon's Dogma: Dark Arisen. На этот раз они представили геймплей класса: Мистический рыцарь,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
" S.T.A.L.K.E.R. 2 проэкт заморожен, а не отменен.",https://freetp.org/novosti/268-stalker-2.html,//freetp.org/uploads/posts/2013-03/thumbs/1363959022_50165_w350_h250_f.jpg,"Стало известно, что S.T.A.L.K.E.R. 2 не отменили, а просто заморозили. Некоторые источники смогли найти информацию, дабы узнать правду об этом.",1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Left 4 Dead 2 патч 2.1.2.2,https://freetp.org/file/patch/265-left4dead2-2121-2122-update.html,//freetp.org/uploads/posts/2012-12/thumbs/1355300212_left_4_dead_2.jpg,"Left 4 Dead 2 версия 2.1.2.2 (версия для игры по интернету, сети и в одиночный режим).

 Функция : Обновляет игру с 2.1.2.1 до 2.1.2.2 (изменение ника).

 Последнее обновление : 22.03.2013 ",20,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Bethesda везут демо-версию The Elder Scrolls Online на выставку PAX East,https://freetp.org/novosti/262-bethesda-vezut-demo-versiyu-the-elder-scrolls-online-na-vystavku-pax-east.html,//freetp.org/uploads/posts/2013-03/thumbs/1363889645_90562_w625_h351_f.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Survivors: Viy Играть по Сети и Интернету ЛАН,https://freetp.org/po-seti/261-survivors-viy-igra-po-seti-online.html,/uploads/posts/2013-03/thumbs/1363885420_dd6862ed6187.jpg,"Описание: Survivors: Viy - кооперативная инди-хоррор игра на 4 человек, смысл которой - выживание. Окунитесь в атмосферу страха и ужаса, исследуя темный лес, полный тайн и опасностей в компании своих друзей.",14,Локальная Сеть (эмуляторы или настоящая локалка).,Русский текст.,Жанр не указан,1 - 4.,Информация об одиночной игре не указана
 Steam даст возможность игрокам влиять на процесс разработки той или иной игры,https://freetp.org/novosti/260-steam-dast-vozmozhnost-igrokam-vliyat-na-process-razrabotki-toy-ili-inoy-igry.html,//freetp.org/uploads/posts/2013-03/thumbs/1363876624_41640_w350_h250_f.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 S.T.A.L.K.E.R. Call of Pripyat играть по сети и интернету Кооператив,https://freetp.org/po-seti/259-stalker-call-of-pripyat-co-op-igra-v-piratku-s-drugom.html,//freetp.org/uploads/posts/2013-03/thumbs/1363883497_soproject-stalker-online.jpg,"Описание: добрый день, друзья! Рад представить вам мод сталкер-а, в котором вы сможете с друзьями искать артефакты, отстреливать мутантов, а между этим закупать снаряжение, еду, продовать артфакты. Будут войны между групировками, подробнее о моде тут. А теперь, собственно, установка:",34,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
" Assassin's Creed III дополнение ""Предательство"" уже вышло!",https://freetp.org/novosti/254-assassins-creed-iii-dopolnenie-predatelstvo-uzhe-vyshlo.html,//freetp.org/uploads/posts/2013-03/thumbs/1363778219_90513_w350_h250_f.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 BATTLEFIELD 4 Выйдет 26 Марта?,https://freetp.org/novosti/253-battlefield-4-vyydet-26-marta.html,//freetp.org/uploads/posts/2013-03/thumbs/1363775003_battlefield-4.jpg,"Компания DICE объявила о том, дату трейлера и возможно дату самого выхода нового Battlefield 4 будет раскрыта уже 26 марта этого года.",1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Выпущено первое дополнение к Tomb Raider от Square Enix,https://freetp.org/novosti/252-toma-raider.html,//freetp.org/uploads/posts/2013-03/thumbs/1363766093_89663_w350_h250_f.jpg,"Компания Square Enix выпустили первое обновление к игре Tomb Raider. На сколько нам известно, название обновления ""Caves & Cliffs"", пока вышло только на Xbox 360 и через некоторое время, оно должно выйти и на другие плотформы для игры.",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 The Chronicles of Riddick:AODA играть по сети и интернету,https://freetp.org/po-seti/251-the-chronicles-of-riddick-igra-v-piratku-po-setke.html,//freetp.org/uploads/posts/2013-03/thumbs/1363764160_1345120244_dd.jpg,"Описание:Начало игры - это события первой части игры. Вы в роли самого Риддика. Наша цель это освободить заложников на корабле и помочь девочке Линн.  Режимы Мультиплеера:  * Deathmatch - ""убей всех"". * Team Deathmatch - сражение командное * Arena - Бой 1х1 либо 2х2 * Capture the Flag - Захват флага, ну тут без слов ясно всё. * Butcher Bay Riot - Здесь три команды ""Наемники"", ""Заключенные"", ""Охранники"". Здесь можно либо убивать всё, что движется, либо захватывать базы и заниматься тем же :) * Pitch Black - Режим для 6 игроков, 5 из них находятся на арене в кромешной темноте, им дается фонарь и оружие. Шестой же играет за самого Риддика, который видит в темноте, двигается максимально быстро и хорошо владеет своими клинками. Риддиком стает тот, кто убивает его.",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Quake 4 играть по сети и интернету Онлайн,https://freetp.org/po-seti/249-quake-iv-igra-v-piratku-po-setke.html,//freetp.org/uploads/posts/2013-03/thumbs/1363759545_quake4.jpg,Описание:  Инструкция по игре в Квейк 4 с друзьями.,1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Trials Evolution играть по сети и интернету SplitScreen,https://freetp.org/po-seti/248-trials-evolution-ge-igra-localno-na-odnom-kompe.html,//freetp.org/uploads/posts/2013-03/thumbs/1363685824_trials-evolution-gold-edition-multiplayer.jpg,"Описание: Завораживающие гонки на Мотоциклах, ЛыжАх оО... Знаменитое продолжение серии игр от RedLynx.   Способ Запуска:  Сплит скрин (за одним компьютером)  Тип Клиента: Пиратка",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Обзор #6 World of Warcraft 4.3.4,https://freetp.org/reviews/247-obzor-6-world-of-warcraft-434.html,//freetp.org/uploads/posts/2013-03/thumbs/1363610760_1072c8d3ec22b74b44ad037769e67ccb.jpg,Описание отсутствует.,2,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Re-Volt играть по сети и интернету Лан,https://freetp.org/po-seti/246-revolt-igra-v-piratku-v-multiplayer.html,//freetp.org/uploads/posts/2013-03/thumbs/1363534031_re-volt-revolt.jpg,"Описание: У многих из нас в детстве была мечта, чтоб нам купили Радиоуправлемый автомобиль... Но машинкам ""надоело"" что ими управляют с помощью пультов и они решили проложить свой жизненный путь сами! Способ Запуска: Локальная Сеть (Тангл) Тип Клиента: Пиратка.",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Battlestations: Pacific играть по сети и интернету Лан,https://freetp.org/po-seti/244-battlestations-pacific-igra-v-multiplayer-v-piratku.html,//freetp.org/uploads/posts/2013-03/thumbs/1363503232_pacific-battlestations.jpg,"Описание: Battlestations: Pacific является продолжением Batlestations: Midway. Кроме того в игре важным аспектом является стратегическое планирование. Вашими врагами, кроме вражеских самолетов, постоянно взлетающих с палуб авианосцев, так же будут корабельные орудия, которые не дадут вам раслабиться. Противоборствуют ВВ Японии и США, исход зависит только от вас!",9,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 MineCraft 1.5.0 Final-release скачать клиент.,https://freetp.org/games/arcade/243-minecraft-150-final-download-free.html,//freetp.org/uploads/posts/2013-01/thumbs/1359640061_minecraft-zamok.jpg,"Описание игры: Minecraft - это знаменитая песочница, в которой вы можете создать свой, уникальный, квадратный ^^ мир. Игроку предоставляется возможность выбора и ""крафата"" огромное количесвто материала, различных кузниц, построить можно фактически всё !!! Но в этом уютном мире Вам не прийдется скучать, злые звери всегда готовы напасть.",7,Способ игры не указан,Язык в игре не указан,2013.Жанр,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Race Driver GRID играть по сети и интернету Лан,https://freetp.org/po-seti/242-rd-grid-igra-v-multiplayer-besplatno.html,//freetp.org/uploads/posts/2013-03/thumbs/1363375372_race-driver-grid-multiplayer.jpg,"Описание: На мой взгляд, один из лучших гоночных симуляторов. Настройка сетевого запуска очень проста, чего не скажешь о самом управлении :) Способ Запуска: Локальная Сеть, Tunngle, Hamachi. Тип Клиента: Пиратка",7,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Conflict: Denied Ops играть по сети и интернету Лан,https://freetp.org/po-seti/238-conflict-denied-ops-igra-v-piratku-v-online.html,//freetp.org/uploads/posts/2013-03/thumbs/1363184750_cod.jpg,"Описание: Настройка сетевой игры для Конфликт Секретные операции. Способ Запуска: Локальная Сеть, Tunngle, Hamachi. Тип Клиента: Пиратка.",1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Hedgewars играть по сети и интернету Онлайн,https://freetp.org/po-seti/237-hedgewars-igraem-vmeste-v-onlayne.html,//freetp.org/uploads/posts/2013-03/thumbs/1363172784_hedgewars.png," Hedgewars является свободной сетевой игрой с открытым исходным кодом. Hedgewars также является кроссплатформенной игрой и работает на операционных системах FreeBSD, Linux, Windows и Mac OS X. Существует также альфа-версия порта игры под Android.",6,Интернет (не требует дополнительных программ).,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Trine 2 играть по Сети и интернету (LAN),https://freetp.org/games/117-trine-2-setevoi-zapusk-v-multiplayer.html,//freetp.org/uploads/posts/2013-01/1358539971_trine-2-logo_802bccb4b08ee4972bae1ec1772c499d.jpg,"В Trine 2 - Вы храбрый рыцарь Понтий, Мудрый маг Амадей и Хитроумной Зои. Нужно выполнять поход, в честь земли.",2,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Dollar Dash играть по сети и интернету Лан,https://freetp.org/po-seti/236-dollar-dash-igrat-po-seti-i-internetu-lan.html,//freetp.org/uploads/posts/2013-03/thumbs/1363158085_dollar-dash.jpg,"Описание:  Ни для кого ни секрет что воры очень скользкие люди, для наживы они готовы предать даже своих друзей. Будучи вором вы должны собирать деньги или же отбирать их у других игроков. ",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Counter-Strike: Global Offensive играть по сети и интернету (мультиплеер),https://freetp.org/po-seti/27-cs-go-online-rukovodstvo.html,//freetp.org/uploads/posts/2012-12/thumbs/1355397993_cs_global_offensive.jpg,Описание: Инструкция по сетевой игре в КС-Го. Без покупки ключа. С Автогенератором библиотеки.  Способ Запуска: Internet  Тип Клиента: Пиратка,284,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Impire играть по сети и интернету Онлайн,https://freetp.org/po-seti/235-impire-igra-v-piratku-online.html,//freetp.org/uploads/posts/2013-03/thumbs/1363157728_impire-mp-logo.jpeg,Описание:  Помощь в настройке онлайна для игры с друзьями в Impire.  Способ Запуска:  Гринлума (система друзей)  Тип Клиента: Пиратка.,7,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Видео-Руководство запуска Dead Island от FreeTP.ru,https://freetp.org/news/231-video-rukovodstvo-zapuska-dead-island-ot-freetpru.html,//freetp.org/uploads/posts/2013-03/thumbs/1362849683_1a24024cca75.jpg,Описание отсутствует.,3,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Шашки играть по сети и интернету Онлайн,https://freetp.org/po-seti/230-checkers-igra-s-druziami-po-setke.html,//freetp.org/uploads/posts/2013-03/thumbs/1362837731_checkers-online.jpg,"Чуть-чуть не забыл... Русские шашки... мда, что ж тут скажешь, о правилах игры можете прочесть в справке. На досуге очень интересно посоревноваться с друзьями в интеллектуальных играх :)  Способ Запуска: Интернет или Локальная Сеть.  Тип Клиента: Пиратка))))",4,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Left 4 Dead 2 крэк RevEmu (Revolution Crew),https://freetp.org/file/crack/229-left4dead2-crack-no-steam.html,//freetp.org/uploads/posts/2012-12/thumbs/1355300212_left_4_dead_2.jpg, Описание: программа исправляющая вылеты и проблемы при запуске игры left4dead2.  Тип Клиента: Только пиратка.,2,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Left 4 Dead 2 патч 2.1.2.1,https://freetp.org/file/patch/200-left4dead2-2120-2121-update.html,//freetp.org/uploads/posts/2012-12/thumbs/1355300212_left_4_dead_2.jpg,"Left 4 Dead 2 версия 2.1.2.1 (версия для игры по интернету, сети и в одиночный режим).

Функция : Обновляет игру с 2.1.2.0 до 2.1.2.1 (изменение ника).

Последнее обновление : 08.03.2013",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Dead Island 1.3.0.0 + 3 DLC патч v2,https://freetp.org/file/patch/9-dead-island-multiplayer-patch-no-steam.html,//freetp.org/uploads/posts/2012-12/1355125617_1355075759_dead-island.jpeg," Описание : Последняя версия 1.3.0.0 (версия для игры по интернету).  Функция : Обновляет игру до последней , на данный момент, версии + добавляет в игру новые Дополнения.  Последнее обновление : 08.03.2013",24,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Видео-Руководство запуска Smokin Guns от FreeTP.ru,https://freetp.org/news/227-video-rukovodstvo-zapuska-smokin-guns-ot-freetpru.html,http://s40.radikal.ru/i088/1303/93/803a856c3aa2.jpg," Smokin' Guns - Это шутер от первого лица, который позволяет погрузиться с головой в атмосферу Дикого Запада. Игра разработана на движке iuQuake3 и включает так же несколько режимов: DeathMatch (DM, FFA), TeamDeathMatch (TDM), Захват Банка (BR), Дуэль (DU)",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Return to Castle Wolfenstein игра по сети и интернету Лан,https://freetp.org/po-seti/234-wolfenstein-return-to-castle-igra-v-piratku-po-setke.html,//freetp.org/uploads/posts/2013-03/thumbs/1363156483_rtcw-coop.jpg,"Описание: Кооперативный режим для игры в RTCW в кооператив. Игра поддерживает режим прохождения на 8 игроков. Способ Запуска: Локальная Сеть, Tunngle, Hamachi Тип Клиента: Мод (сама игра так же присутствует)",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Arma 3 Alpha играть по Сети и Интернету,https://freetp.org/po-seti/226-arma-iii-alpha-igra-v-multiplayer-v-piratku.html,//freetp.org/uploads/posts/2013-03/thumbs/1362593681_a700507dd82a.jpg,"Описание: Небольшая группа сил Специального Назначения и Исследований отправляется на средиземноморские острова в тыл врага. Но миссия подвергается опасности, а оперативная группа погибает, оставляя капитана Скотта Миллера в одиночку. Его выбрасывает на берег вражеского острова. Чтобы выполнить свою миссию, Скотту предстоит столкнуться с опасностями современной войны, окружающей среды и последствиями своих решений. Способ запуска: Локальная Сеть, Tunngle. Тип Клиента: Пиратка.",11,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Sol Survivor играть по сети и интернету Лан,https://freetp.org/po-seti/225-sol-survivor-igra-v-piratku-po-setke.html,//freetp.org/uploads/posts/2013-03/thumbs/1362576380_sol-survivor.jpg,"Описание: Sol Survivor - игра, в которой главной задачей игроков является строительство обороны для своей колонии. Вашему же противнику предстоить преодолеть эту защиту и сокрушить не подченившихся.

Способ Запуска: Локальная Сеть, Tunngle.
Тип Клиента: Пиратка.",0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Smokin Guns играть по сети и интернету Онлайн,https://freetp.org/po-seti/224-smokin-guns-igrat-po-seti-i-internetu-onlayn.html,//freetp.org/uploads/posts/2013-03/thumbs/1362514022_smokin-guns.jpg,"Описание: Smokin' Guns - Это шутер от первого лица, который позволяет погрузиться с головой в атмосферу Дикого Запада. Игра разработана на движке iuQuake3 и включает так же несколько режимов:  DeathMatch (DM, FFA), TeamDeathMatch (TDM), Захват Банка (BR), Дуэль (DU).  Способ Запуска:  Интернет.  Тип Клиента: Лицензия.",1,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Shaun White Skateboarding играть по сети и интернету Лан,https://freetp.org/po-seti/223-sw-skatebording-igra-v-multiplayer-v-piratku.html,//freetp.org/uploads/posts/2013-03/thumbs/1362428204_shaun-white-skateboarding.jpg,"Описание: Лучшая игра, в своем роде, которая может преобразить город из скучной пещеры в рай для экстрималов езды на скейте. Выполняя красивые трюки вы будете создавать красивейшие слоты посреди построек и прямо на мокром асфальте. Способ Запуска: Локальная Сеть, Tunngle. Тип Клиента: Пиратка.",16,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Tomb Raider играть по сети и интернету Онлайн,https://freetp.org/po-seti/222-tomb-raider-2013-igra-v-piraku-besplatno.html,//freetp.org/uploads/posts/2013-03/thumbs/1362425043_tombraider.jpg,"Описание: Tomb Raider — это современное приключение, где свирепый экшен совмещается с прокачкой, а использование гаджетов перемежается с бескомпромиссными перестрелками. История древнего острова и стереотипные персонажи порой делают игру похожей на перепевку «Кинг-Конга», но энергичный сюжет и оригинальный сеттинг не дают заскучать. Игра постоянно меняет темп, задает новый ритм, к которому приходится подстраиваться, выучивая новые игровые механики.  Способ Запуска: Интернет , GreenLuma.  Тип Клиента: Пиратка.",7,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 S.W.A.T. 3 Играть по Сети и Интернету ЛАН,https://freetp.org/po-seti/221-swat3-igra-v-multiplayer-v-piratku-besplatno.html,//freetp.org/uploads/posts/2013-03/thumbs/1362411307_swat3.jpg,Описание отсутствует.,0,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Видео-Руководство запуска Sniper Elite: Nazi Zombie Army от FreeTP.ru,https://freetp.org/news/220-video-rukovodstvo-zapuska-sniper-elite-nazi-zombie-army-ot-freetpru.html,//freetp.org/uploads/posts/2013-03/thumbs/1362330276_bd6be212e94c.jpg,Описание отсутствует.,14,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
 Sniper Elite: Nazi Zombie Army игра по сети и интернету (онлайн),https://freetp.org/po-seti/219-se-nazi-zombie-army-igra-v-piratku-bez-kliucea.html,//freetp.org/uploads/posts/2013-03/thumbs/1362164776_nazi-zombie-army.jpg,"Описание: В последнее время тема зомби стала очень популярной игры Sniper Elite, которое посвещяно именно зомби-нацистам. Гитлер, разгневанный неудачным окончанием войны прибег к его последнему козырю - к огромному количеству полу-мертвых солдат. Играя в роли Агента Карла Фейрберна (Karl Fairburne) с напарником вам предстоит встретиться с разными врагами, зомби, супер-солдаты, оккультные командиры, и прочие исчадия ада. Игра поддерживает кооперативный режим до 4х игроков, и как и в прошлой части (Sniper Elite V2) в игре сохранена механика стрельбы из снайперской винтовыки.  Способ Запуска: Интернет, Steam.  Тип Клиента: Пиратка.",50,Способ игры не указан,Язык в игре не указан,Жанр не указан,Максимальное количество игроков не указано,Информация об одиночной игре не указана
